id,SFR__Msol_per_yr,SFR_err,Mstar__Msol,Mstar_err,Lbolo__Lsol,Lbolo_err,Lold_unatt__Lsol,Lold_unatt_err,Lyoung_unatt__Lsol,Lyoung_unatt_err,Lold_abs__Lsol,Lyoung_abs__Lsol,Afuv,Afuv_err,Av_b90,Av_b90_err,Mdust__Msol,Mdust_err,Ldust__Lsol,Ldust_err,Umin,Umin_err,Tdust__K,Tdust_err,qpah,qpah_err,gamma,gamma_err,red_chi2
PGC042147,6.423E-04,6.577E-04,1.226E+08,3.885E+07,1.209E+08,1.188E+07,1.184E+08,1.096E+07,2.524E+06,2.585E+06,2.249E+07,9.976E+06,0.341,0.384,0.078,0.088,5.969E+04,1.406E+05,7.023E+06,8.688E+06,9.345,14.378,26.559,6.810,3.701,2.178,0.062,0.124,0.571
PGC042160,8.366E-02,6.156E-03,5.244E+08,8.370E+07,1.325E+09,6.627E+07,9.966E+08,4.983E+07,3.288E+08,2.419E+07,5.729E+07,1.082E+08,0.301,0.063,0.059,0.020,1.302E+06,6.611E+05,1.463E+08,2.865E+07,0.825,0.473,17.723,1.695,1.875,1.265,0.013,0.013,0.548
PGC042902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PGC043526,2.911E-01,4.037E-02,2.058E+09,7.206E+08,4.375E+09,2.288E+08,3.231E+09,3.688E+08,1.144E+09,1.587E+08,1.552E+08,4.607E+08,0.344,0.062,0.069,0.023,6.694E+06,2.801E+06,5.574E+08,8.761E+07,0.598,0.288,16.796,1.350,0.987,0.635,0.008,0.008,0.502
PGC044532,2.831E-01,1.445E-02,3.619E+08,1.194E+08,2.475E+09,1.237E+08,1.362E+09,6.811E+07,1.113E+09,5.680E+07,8.560E+07,2.532E+08,0.262,0.034,0.056,0.016,5.739E+05,2.354E+05,3.646E+08,4.022E+07,4.961,2.451,23.899,1.967,0.858,0.432,0.003,0.002,3.517
PGC046875,1.648E-01,2.894E-01,2.049E+09,1.081E+09,2.700E+09,1.747E+09,2.052E+09,6.593E+08,6.479E+08,1.137E+09,3.123E+08,3.583E+08,1.072,1.411,0.263,0.367,2.211E+06,2.783E+06,3.133E+08,2.139E+08,5.946,10.838,24.631,7.483,2.411,1.953,0.020,0.068,0.273
PGC065367,8.114E-05,3.029E-05,1.740E+06,3.864E+05,3.849E+06,2.826E+05,3.530E+06,3.791E+05,3.189E+05,1.191E+05,1.758E+05,1.054E+05,0.187,0.102,0.039,0.022,7.010E+02,1.378E+03,1.828E+05,9.741E+04,11.856,14.527,27.634,5.643,2.585,1.945,0.013,0.051,0.412
PGC072006,1.555E-01,1.359E-02,1.007E+09,1.947E+08,2.506E+09,1.253E+08,1.895E+09,9.475E+07,6.110E+08,5.341E+07,3.805E+07,1.456E+08,0.190,0.064,0.037,0.017,6.709E+06,3.788E+06,1.820E+08,6.070E+07,0.576,3.070,16.694,14.820,3.243,1.963,0.010,0.029,0.388
PGC090942,2.877E-02,9.862E-03,3.186E+08,2.552E+08,5.858E+08,2.218E+08,4.727E+08,2.503E+08,1.131E+08,3.876E+07,1.978E+06,4.444E+06,0.116,0.144,0.025,0.033,1.643E+05,4.145E+05,2.426E+07,3.323E+07,9.682,14.594,26.716,6.712,3.548,2.190,0.080,0.140,2.275
PGC091228,1.678E-02,2.733E-03,1.072E+08,7.454E+07,1.971E+08,2.989E+07,1.311E+08,3.070E+07,6.596E+07,1.074E+07,1.059E+07,1.408E+07,0.185,0.166,0.042,0.043,1.654E+05,3.516E+05,1.742E+07,1.670E+07,8.610,13.950,26.199,7.074,3.747,2.171,0.079,0.138,0.512
PGC093080,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PGC093119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PGC166069,1.741E-02,2.676E-02,1.300E+08,7.128E+07,2.219E+08,1.594E+08,1.534E+08,5.568E+07,6.844E+07,1.052E+08,7.641E+06,2.275E+07,1.297,1.307,0.314,0.317,6.116E+05,6.054E+05,2.816E+07,6.498E+06,0.952,2.571,18.149,8.171,3.620,1.641,0.004,0.010,0.427
PGC166071,1.367E+00,3.122E+00,3.171E+10,1.459E+10,3.064E+10,1.923E+10,2.527E+10,7.454E+09,5.373E+09,1.227E+10,1.142E+09,2.106E+09,0.323,0.507,0.073,0.117,6.005E+06,1.384E+07,1.303E+09,1.397E+09,10.589,14.891,27.118,6.356,3.687,2.175,0.063,0.125,0.104
PGC166077,7.453E-03,7.460E-04,1.402E+07,7.235E+06,6.563E+07,4.829E+06,3.634E+07,5.576E+06,2.929E+07,2.932E+06,8.030E+05,4.697E+06,0.174,0.055,0.039,0.017,2.273E+05,9.038E+04,6.570E+06,1.853E+06,0.253,0.300,14.553,2.874,1.741,1.364,0.006,0.006,0.386
PGC166755,2.493E+00,3.044E+00,1.215E+10,5.644E+09,2.891E+10,1.790E+10,1.911E+10,6.120E+09,9.799E+09,1.196E+10,1.119E+09,4.018E+09,1.375,1.462,0.319,0.351,3.837E+07,2.021E+07,4.815E+09,7.541E+08,1.069,1.025,18.505,2.956,3.841,0.961,0.006,0.005,0.116
PGC166861,2.033E-02,2.124E-02,5.683E+08,3.853E+08,6.017E+08,1.574E+08,5.218E+08,1.635E+08,7.990E+07,8.350E+07,3.155E+08,1.637E+07,3.148,2.260,0.838,0.665,2.905E+05,5.093E+05,2.286E+08,9.992E+07,16.900,15.560,29.315,4.498,1.690,1.596,0.015,0.060,0.396
PGC2807061,1.740E-04,5.081E-04,9.945E+06,4.688E+06,7.267E+06,3.445E+06,6.584E+06,1.842E+06,6.838E+05,1.997E+06,8.352E+03,1.344E+00,0.128,0.441,0.030,0.122,4.172E+02,1.272E+03,6.924E+04,7.988E+04,10.131,14.887,26.919,6.593,3.852,2.180,0.087,0.145,0.458
SDSSJ121727.85+071937.6,3.838E-03,1.145E-03,8.231E+07,4.448E+07,8.579E+07,1.126E+07,7.070E+07,1.034E+07,1.508E+07,4.500E+06,7.118E+06,9.558E+06,0.275,0.257,0.056,0.059,2.921E+04,6.712E+04,7.144E+06,7.460E+06,10.776,15.202,27.197,6.395,4.095,2.146,0.101,0.154,0.715
SDSSJ140638.13+545947.6,6.119E-02,1.138E-02,1.463E+09,5.367E+08,1.340E+09,8.689E+07,1.100E+09,7.819E+07,2.405E+08,4.471E+07,1.434E+08,1.766E+08,0.686,0.211,0.147,0.061,3.068E+06,2.177E+06,2.300E+08,7.997E+07,0.828,1.130,17.734,4.031,3.090,1.829,0.006,0.012,0.818
UGC00300,2.236E-02,3.038E-03,2.210E+08,7.229E+07,4.155E+08,2.078E+07,3.277E+08,1.638E+07,8.788E+07,1.194E+07,1.502E+07,1.995E+07,0.076,0.072,0.015,0.016,1.052E+05,2.149E+05,1.165E+07,1.143E+07,8.436,13.582,26.110,7.006,3.455,2.175,0.050,0.112,0.691
UGC00313,2.171E-01,3.306E-02,2.270E+09,4.904E+08,4.269E+09,2.135E+08,3.416E+09,1.708E+08,8.534E+08,1.299E+08,5.512E+08,5.869E+08,0.921,0.164,0.196,0.051,6.232E+06,2.290E+06,1.025E+09,1.750E+08,1.179,0.528,18.810,1.404,2.885,0.994,0.007,0.007,0.864
UGC00320,1.236E-01,1.597E-02,1.495E+09,4.549E+08,2.285E+09,1.143E+08,1.800E+09,8.998E+07,4.857E+08,6.278E+07,1.607E+08,3.449E+08,0.066,0.080,0.013,0.017,4.508E+05,1.027E+06,5.508E+07,7.289E+07,9.168,14.243,26.475,6.855,3.331,2.188,0.064,0.126,0.847
UGC00772,2.685E-02,2.207E-03,4.691E+07,2.539E+07,2.358E+08,1.316E+07,1.303E+08,1.478E+07,1.055E+08,8.674E+06,0.000E+00,0.000E+00,0.064,0.073,0.014,0.018,3.147E+04,8.233E+04,9.501E+06,1.130E+07,11.836,15.659,27.626,6.092,3.641,2.188,0.083,0.142,0.664
UGC00931,8.701E-02,3.413E-02,5.070E+08,2.096E+08,1.237E+09,1.924E+08,8.955E+08,8.606E+07,3.419E+08,1.341E+08,5.554E+07,1.625E+08,0.706,0.358,0.141,0.086,3.349E+06,3.043E+06,3.009E+08,1.987E+08,2.481,6.019,21.293,8.609,3.609,2.085,0.017,0.050,0.461
UGC02392,1.136E-01,1.935E-02,2.371E+09,6.853E+08,2.885E+09,1.442E+08,2.438E+09,1.219E+08,4.466E+08,7.606E+07,2.243E+08,2.133E+08,0.539,0.133,0.104,0.036,3.603E+06,2.020E+06,3.818E+08,9.284E+07,0.895,0.627,17.964,2.096,3.826,1.681,0.005,0.009,0.914
UGC02826,3.853E-01,2.188E-01,1.130E+10,3.899E+09,1.677E+10,8.781E+08,1.525E+10,1.517E+09,1.514E+09,8.598E+08,2.435E+09,2.120E+09,1.610,0.302,0.357,0.068,7.756E+06,1.086E+06,4.521E+09,2.354E+08,3.688,0.780,22.747,0.801,4.199,0.778,0.008,0.003,0.262
UGC03016,4.827E-01,9.626E-01,1.009E+10,4.770E+09,1.096E+10,5.864E+09,9.064E+09,2.274E+09,1.897E+09,3.783E+09,2.055E+09,3.282E+08,2.082,1.598,0.510,0.383,1.235E+07,3.509E+06,2.369E+09,2.601E+08,1.312,0.477,19.148,1.161,4.942,1.242,0.005,0.004,0.245
UGC03701,4.763E-01,9.478E-02,4.016E+09,1.588E+09,8.166E+09,4.724E+08,6.294E+09,6.751E+08,1.872E+09,3.725E+08,3.978E+08,1.117E+09,0.501,0.132,0.099,0.037,1.363E+07,8.992E+06,1.324E+09,3.579E+08,1.010,1.094,18.330,3.310,2.553,1.072,0.008,0.008,0.490
UGC03960,9.319E-03,6.831E-03,1.155E+10,2.432E+09,7.385E+09,3.692E+08,7.348E+09,3.674E+08,3.662E+07,2.685E+07,1.881E+08,9.515E+06,0.117,0.117,0.025,0.023,1.990E+05,4.361E+05,9.796E+07,9.234E+07,13.882,16.402,28.370,5.587,3.724,2.171,0.084,0.143,0.325
UGC04305,8.338E-02,6.022E-03,2.298E+08,7.935E+07,8.170E+08,4.085E+07,4.893E+08,4.743E+07,3.277E+08,2.367E+07,1.798E+07,3.552E+07,0.112,0.018,0.024,0.008,3.102E+05,2.077E+05,5.046E+07,6.631E+06,1.278,2.041,19.064,5.074,0.752,0.479,0.035,0.018,0.500
UGC04483,4.125E-03,2.063E-04,2.499E+06,1.483E+06,3.046E+07,1.523E+06,1.425E+07,1.396E+06,1.621E+07,8.106E+05,7.800E+05,4.901E+06,0.244,0.066,0.060,0.023,7.455E+03,9.927E+03,4.800E+06,1.286E+06,15.447,16.476,28.880,5.134,0.612,0.343,0.011,0.031,0.533
UGC04549,3.183E-01,4.279E-02,3.200E+09,7.051E+08,5.739E+09,2.869E+08,4.488E+09,2.244E+08,1.251E+09,1.682E+08,6.339E+08,1.113E+09,1.200,0.165,0.278,0.067,1.174E+07,3.113E+06,1.741E+09,2.324E+08,0.962,0.360,18.183,1.135,4.442,1.139,0.009,0.006,0.869
UGC04551,6.550E-03,4.463E-03,3.184E+10,2.734E+09,1.295E+10,6.477E+08,1.293E+10,6.464E+08,2.574E+07,1.754E+07,1.370E+08,1.767E+07,0.088,0.074,0.017,0.013,4.625E+05,8.373E+05,1.045E+08,7.640E+07,10.140,14.447,26.923,6.393,3.971,2.117,0.054,0.114,0.226
UGC04684,6.528E-01,4.275E-02,2.204E+09,4.909E+08,8.268E+09,4.134E+08,5.703E+09,2.851E+08,2.566E+09,1.680E+08,9.322E+08,1.250E+09,0.629,0.083,0.139,0.038,8.679E+06,1.787E+06,1.965E+09,2.006E+08,1.484,0.460,19.544,1.010,2.184,0.547,0.007,0.004,4.585
UGC05139,1.160E-02,7.410E-04,4.026E+07,1.656E+07,1.259E+08,9.593E+06,8.028E+07,1.200E+07,4.558E+07,2.912E+06,8.856E+05,2.164E+06,0.054,0.032,0.011,0.008,1.799E+04,4.062E+04,3.621E+06,2.153E+06,11.064,14.569,27.317,5.995,3.815,2.147,0.024,0.075,0.369
UGC05336,9.837E-03,8.889E-04,1.582E+07,1.810E+07,8.295E+07,1.576E+07,4.429E+07,1.636E+07,3.866E+07,3.493E+06,1.445E+06,9.907E+06,0.137,0.102,0.032,0.027,9.735E+04,1.820E+05,7.076E+06,5.475E+06,7.078,13.027,25.358,7.778,4.041,2.158,0.099,0.150,0.142
UGC05340,7.839E-02,5.430E-03,1.330E+08,5.100E+07,6.935E+08,3.467E+07,3.854E+08,1.927E+07,3.081E+08,2.134E+07,1.097E+07,2.353E+07,0.042,0.032,0.009,0.008,7.535E+04,1.398E+05,1.827E+07,1.392E+07,8.788,13.046,26.288,6.505,2.270,1.965,0.033,0.092,0.450
UGC05364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
UGC05373,2.918E-03,3.697E-04,2.923E+07,6.421E+06,7.462E+07,3.731E+06,6.315E+07,3.157E+06,1.147E+07,1.453E+06,1.196E+06,9.552E+05,0.080,0.019,0.016,0.006,4.238E+04,2.750E+04,1.934E+06,4.116E+05,0.475,1.703,16.164,9.659,1.262,1.006,0.039,0.047,1.222
UGC05423,1.432E-02,3.036E-03,1.196E+08,3.845E+07,2.611E+08,1.555E+07,2.048E+08,1.708E+07,5.627E+07,1.193E+07,3.770E+07,3.367E+07,0.689,0.178,0.143,0.054,8.916E+04,1.056E+05,5.357E+07,1.524E+07,9.949,10.768,26.838,4.841,0.866,0.527,0.005,0.021,0.431
UGC05454,3.543E-01,7.742E-02,5.208E+08,1.382E+08,3.201E+09,3.415E+08,1.808E+09,9.040E+07,1.393E+09,3.043E+08,5.357E+07,2.759E+08,0.153,0.056,0.032,0.014,1.103E+06,1.675E+06,2.712E+08,6.803E+07,4.713,5.620,23.695,4.710,1.083,0.795,0.003,0.004,0.685
UGC05570,2.628E-02,2.450E-02,2.453E+09,8.153E+08,2.325E+09,1.549E+08,2.222E+09,1.774E+08,1.033E+08,9.628E+07,4.421E+08,1.481E+08,0.665,0.571,0.152,0.138,1.929E+06,3.155E+06,2.499E+08,1.970E+08,8.046,13.181,25.905,7.073,3.632,2.133,0.036,0.093,0.348
UGC05612,3.366E-01,5.201E-02,2.462E+09,3.386E+08,7.239E+09,3.619E+08,5.916E+09,3.414E+08,1.323E+09,2.044E+08,4.832E+08,4.024E+08,0.425,0.073,0.079,0.023,1.069E+07,2.803E+06,9.378E+08,1.047E+08,0.597,0.197,16.791,0.925,2.364,0.950,0.006,0.005,2.415
UGC05686,2.250E-01,3.647E-02,8.273E+08,4.352E+08,2.351E+09,2.370E+08,1.467E+09,2.832E+08,8.843E+08,1.433E+08,2.566E+08,4.252E+08,0.355,0.196,0.080,0.052,2.970E+06,4.706E+06,3.942E+08,2.199E+08,8.492,13.659,26.139,7.008,3.680,2.114,0.057,0.112,0.756
UGC05689,7.534E-01,1.585E-01,7.147E+09,2.737E+09,1.190E+10,6.368E+08,8.936E+09,8.491E+08,2.961E+09,6.231E+08,2.348E+09,3.492E+09,2.155,0.292,0.524,0.100,2.934E+07,7.527E+06,5.332E+09,5.529E+08,1.198,0.428,18.859,1.124,2.867,0.787,0.009,0.005,0.463
UGC05692,9.174E-04,4.583E-04,1.578E+08,3.137E+07,1.980E+08,9.901E+06,1.944E+08,9.721E+06,3.606E+06,1.801E+06,5.474E+06,9.516E+05,0.198,0.128,0.045,0.028,1.273E+05,1.265E+05,6.753E+06,4.238E+06,3.084,8.460,22.078,10.095,2.504,1.970,0.033,0.086,4.284
UGC05720,1.556E+00,7.778E-02,3.467E+09,9.615E+08,1.358E+10,6.791E+08,7.468E+09,3.734E+08,6.114E+09,3.057E+08,1.953E+09,5.291E+09,1.682,0.086,0.330,0.043,4.270E+06,3.449E+05,7.140E+09,3.570E+08,6.121,0.725,24.750,0.489,0.472,0.033,0.063,0.003,1.650
UGC05846,5.179E-02,5.295E-03,2.527E+08,8.320E+07,7.391E+08,3.696E+07,5.356E+08,3.078E+07,2.035E+08,2.081E+07,1.224E+07,5.054E+07,0.119,0.067,0.024,0.015,2.996E+05,4.649E+05,3.815E+07,2.175E+07,6.163,11.607,24.779,7.778,4.057,2.121,0.084,0.138,0.518
UGC05955,1.144E-02,9.121E-03,5.651E+09,1.287E+09,3.272E+09,1.636E+08,3.227E+09,1.613E+08,4.497E+07,3.585E+07,1.313E+08,5.361E+06,0.163,0.176,0.033,0.034,2.581E+05,5.108E+05,6.246E+07,6.553E+07,10.110,14.596,26.910,6.475,3.758,2.172,0.076,0.136,0.407
UGC05958,5.617E-02,1.235E-02,2.511E+09,5.368E+08,1.842E+09,9.211E+07,1.622E+09,8.108E+07,2.208E+08,4.855E+07,2.674E+08,2.142E+08,1.300,0.221,0.327,0.073,8.532E+06,3.471E+06,4.362E+08,7.560E+07,0.397,0.194,15.686,1.281,3.452,0.914,0.004,0.005,0.834
UGC05990,1.182E-01,1.726E-02,1.775E+09,3.622E+08,2.538E+09,1.269E+08,2.074E+09,1.037E+08,4.645E+08,6.782E+07,5.358E+08,2.728E+08,1.228,0.180,0.289,0.069,7.458E+06,2.628E+06,7.158E+08,1.022E+08,0.664,0.294,17.093,1.259,3.381,1.141,0.009,0.008,0.916
UGC06016,1.601E-01,1.181E-02,5.076E+08,1.913E+08,1.600E+09,8.001E+07,9.709E+08,4.855E+07,6.292E+08,4.642E+07,1.105E+07,2.644E+07,0.038,0.035,0.008,0.008,4.231E+05,8.221E+05,3.420E+07,3.157E+07,7.706,13.329,25.719,7.414,3.424,2.154,0.055,0.116,1.808
UGC06023,1.015E+00,1.067E-01,5.236E+09,1.381E+09,1.274E+10,6.371E+08,8.752E+09,4.376E+08,3.991E+09,4.194E+08,2.164E+09,2.912E+09,1.349,0.136,0.262,0.068,1.767E+07,3.364E+06,4.788E+09,4.331E+08,1.554,0.438,19.695,0.926,3.072,0.712,0.018,0.006,0.453
UGC06324,3.037E-02,1.002E-02,8.088E+08,1.846E+08,1.157E+09,6.220E+07,1.037E+09,5.186E+07,1.194E+08,3.936E+07,8.225E+07,3.096E+07,0.413,0.215,0.087,0.050,1.525E+06,1.182E+06,1.109E+08,6.599E+07,1.513,4.178,19.608,9.023,3.832,2.018,0.019,0.046,0.370
UGC06341,4.513E-02,1.272E-02,5.910E+08,2.149E+08,1.041E+09,5.205E+07,8.635E+08,4.318E+07,1.774E+08,4.999E+07,6.949E+06,7.230E+06,0.087,0.087,0.017,0.018,1.271E+05,3.052E+05,2.930E+07,2.951E+07,11.030,15.394,27.303,6.351,3.977,2.169,0.099,0.153,0.922
UGC06566,1.363E-02,3.680E-03,2.371E+08,7.734E+07,3.570E+08,2.355E+07,3.034E+08,1.558E+07,5.358E+07,1.446E+07,4.212E+07,2.535E+07,0.268,0.192,0.056,0.046,2.362E+05,2.662E+05,2.760E+07,2.238E+07,4.379,8.864,23.407,7.897,3.108,2.114,0.029,0.075,1.569
UGC06575,5.907E-01,6.314E-02,4.100E+09,1.130E+09,8.004E+09,4.002E+08,5.683E+09,2.841E+08,2.321E+09,2.482E+08,3.706E+08,1.330E+09,0.580,0.065,0.118,0.036,1.975E+07,4.800E+06,1.647E+09,1.580E+08,0.518,0.172,16.401,0.905,1.484,0.732,0.011,0.006,0.417
UGC06728,1.746E-01,5.859E-02,7.426E+09,2.047E+09,8.917E+09,4.458E+08,8.231E+09,5.748E+08,6.860E+08,2.303E+08,9.747E+08,3.043E+08,0.650,0.124,0.154,0.030,1.590E+06,2.068E+06,1.163E+09,1.119E+08,9.884,15.667,26.808,7.082,6.100,1.173,0.414,0.127,1.103
UGC06879,3.586E-01,4.952E-02,6.464E+09,1.015E+09,7.676E+09,3.838E+08,6.267E+09,3.133E+08,1.409E+09,1.946E+08,1.095E+09,8.471E+08,1.028,0.138,0.227,0.042,1.873E+07,4.779E+06,1.851E+09,1.730E+08,0.710,0.210,17.283,0.851,4.360,0.672,0.001,0.002,0.474
UGC06919,1.887E-02,1.265E-02,1.547E+09,3.846E+08,1.642E+09,8.210E+07,1.568E+09,7.839E+07,7.417E+07,4.973E+07,1.787E+08,9.949E+07,1.127,0.272,0.248,0.048,8.062E+06,2.857E+06,2.781E+08,3.961E+07,0.205,0.143,14.053,1.631,5.085,1.584,0.024,0.020,0.549
UGC06998,1.162E-01,1.764E-02,1.186E+09,4.097E+08,2.018E+09,1.088E+08,1.561E+09,8.271E+07,4.567E+08,6.934E+07,1.511E+08,1.314E+08,0.270,0.140,0.055,0.034,1.758E+06,1.826E+06,1.907E+08,1.043E+08,3.377,7.821,22.415,8.652,3.048,2.042,0.025,0.067,0.305
UGC07035,1.127E-01,2.771E-02,1.783E+09,4.451E+08,3.377E+09,1.688E+08,2.934E+09,1.467E+08,4.430E+08,1.089E+08,1.475E+08,3.094E+08,0.519,0.120,0.104,0.034,1.634E+06,1.015E+06,4.338E+08,9.472E+07,2.484,2.651,21.296,3.789,3.097,1.616,0.012,0.016,0.310
UGC07086,4.170E-01,1.677E-01,8.988E+09,2.504E+09,1.333E+10,6.665E+08,1.169E+10,1.018E+09,1.639E+09,6.590E+08,2.661E+09,1.304E+09,1.857,0.279,0.387,0.068,2.703E+07,6.543E+06,4.096E+09,4.670E+08,0.906,0.286,18.002,0.948,3.090,0.839,0.016,0.007,0.908
UGC07089,3.709E-02,1.279E-02,5.430E+08,1.348E+08,1.168E+09,5.839E+07,1.022E+09,5.110E+07,1.458E+08,5.026E+07,6.823E+07,6.011E+07,0.532,0.180,0.107,0.040,5.726E+06,2.056E+06,1.547E+08,5.830E+07,0.244,0.302,14.469,2.980,2.475,1.605,0.005,0.006,0.186
UGC07094,6.491E-03,2.311E-03,3.705E+08,6.996E+07,3.780E+08,1.890E+07,3.525E+08,1.762E+07,2.551E+07,9.081E+06,8.305E+06,5.919E+06,0.234,0.167,0.046,0.034,3.286E+05,3.368E+05,1.717E+07,1.253E+07,3.032,8.313,22.016,10.060,3.335,2.105,0.026,0.075,0.175
UGC07178,7.931E-02,1.153E-02,6.041E+08,2.498E+08,1.295E+09,7.261E+07,9.832E+08,8.071E+07,3.117E+08,4.531E+07,4.039E+07,8.093E+07,0.108,0.096,0.021,0.021,5.934E+05,1.075E+06,5.559E+07,5.136E+07,7.439,12.947,25.569,7.416,3.276,2.156,0.049,0.110,0.322
UGC07184,2.750E-01,8.624E-02,1.791E+09,4.314E+08,4.330E+09,4.864E+08,3.249E+09,1.918E+08,1.081E+09,3.389E+08,2.027E+08,5.809E+08,0.616,0.283,0.117,0.062,6.277E+06,4.808E+06,8.805E+08,5.012E+08,2.013,3.058,20.562,5.208,1.764,1.365,0.024,0.029,0.321
UGC07249,1.107E-01,1.668E-02,4.959E+08,1.992E+08,1.359E+09,9.272E+07,9.239E+08,5.497E+07,4.350E+08,6.556E+07,1.321E+08,1.803E+08,0.540,0.161,0.108,0.046,5.625E+06,3.162E+06,2.872E+08,9.685E+07,0.531,0.556,16.470,2.870,2.112,1.521,0.004,0.006,0.448
UGC07321,2.378E-01,3.358E-02,4.262E+09,8.643E+08,5.603E+09,2.801E+08,4.668E+09,2.334E+08,9.344E+08,1.320E+08,3.436E+08,6.877E+08,0.786,0.096,0.135,0.034,2.355E+07,5.825E+06,1.000E+09,8.500E+07,0.271,0.073,14.724,0.662,2.924,0.462,0.009,0.004,0.385
UGC07387,1.884E-01,8.430E-02,6.938E+09,1.937E+09,7.384E+09,3.692E+08,6.643E+09,3.322E+08,7.406E+08,3.313E+08,1.651E+09,6.583E+08,1.907,0.282,0.471,0.092,2.175E+07,6.790E+06,2.261E+09,2.575E+08,0.582,0.261,16.721,1.250,4.048,1.912,0.029,0.034,0.412
UGC07396,1.954E-01,3.852E-02,1.944E+09,5.489E+08,3.732E+09,2.116E+08,2.964E+09,1.482E+08,7.681E+08,1.514E+08,1.757E+08,4.774E+08,0.476,0.182,0.090,0.043,4.528E+06,3.522E+06,5.419E+08,2.344E+08,1.775,3.933,20.137,7.434,4.028,2.078,0.031,0.052,0.375
UGC07411,9.462E-04,6.625E-04,1.815E+09,4.066E+08,8.769E+08,4.385E+07,8.732E+08,4.366E+07,3.719E+06,2.604E+06,2.919E+07,2.244E+06,0.203,0.186,0.041,0.035,2.129E+05,3.076E+05,1.796E+07,1.553E+07,6.199,12.417,24.803,8.280,3.983,2.165,0.093,0.145,0.708
UGC07422,1.308E-02,9.642E-03,1.158E+09,2.739E+08,1.076E+09,5.379E+07,1.024E+09,5.122E+07,5.141E+07,3.789E+07,2.086E+08,9.646E+07,2.231,0.488,0.528,0.075,6.206E+05,1.621E+05,3.046E+08,2.802E+07,2.773,1.022,21.691,1.332,1.971,1.120,0.023,0.009,0.805
UGC07436,3.174E-04,3.715E-05,9.272E+08,8.492E+07,7.254E+08,3.627E+07,7.241E+08,3.621E+07,1.247E+06,1.460E+05,1.379E+07,5.506E+05,0.066,0.061,0.014,0.012,1.454E+04,3.254E+04,5.447E+06,4.710E+06,12.963,16.107,28.048,5.808,3.444,2.184,0.082,0.140,1.688
UGC07522,4.400E-01,7.696E-02,2.442E+10,3.117E+09,1.506E+10,7.531E+08,1.333E+10,6.667E+08,1.729E+09,3.025E+08,3.680E+09,1.118E+09,1.926,0.136,0.570,0.061,5.550E+07,7.772E+06,4.826E+09,2.413E+08,0.560,0.124,16.616,0.613,4.101,0.984,0.006,0.005,0.913
UGC07579,3.951E-01,5.906E-02,5.450E+09,1.229E+09,7.580E+09,3.790E+08,6.027E+09,3.014E+08,1.553E+09,2.321E+08,1.505E+09,8.774E+08,1.319,0.179,0.332,0.067,1.326E+07,3.941E+06,2.387E+09,2.855E+08,1.011,0.414,18.332,1.252,2.785,1.612,0.024,0.014,0.617
UGC07596,2.949E-04,1.482E-04,4.581E+07,9.569E+06,5.849E+07,2.925E+06,5.733E+07,2.867E+06,1.159E+06,5.824E+05,2.327E+06,1.159E+06,0.152,0.137,0.034,0.030,1.154E+04,2.126E+04,1.590E+06,1.427E+06,8.067,13.241,25.916,7.090,3.677,2.168,0.058,0.119,0.387
UGC07636,1.886E-04,9.351E-05,9.759E+06,7.293E+05,2.247E+07,1.123E+06,2.172E+07,1.086E+06,7.413E+05,3.675E+05,8.672E+04,2.200E+04,0.030,0.037,0.007,0.008,1.415E+03,3.491E+03,1.572E+05,1.953E+05,8.628,13.754,26.208,6.963,3.631,2.179,0.059,0.122,0.609
UGC07688,4.503E-04,9.991E-04,2.276E+09,3.773E+08,8.002E+08,4.001E+07,7.984E+08,3.992E+07,1.770E+06,3.927E+06,7.939E+06,3.642E+01,0.078,0.105,0.019,0.025,2.859E+04,6.709E+04,6.875E+06,8.699E+06,10.817,15.088,27.215,6.326,3.919,2.172,0.072,0.134,4.598
UGC07700,9.275E-01,1.065E-01,4.244E+09,1.343E+09,1.218E+10,6.091E+08,8.538E+09,4.269E+08,3.645E+09,4.186E+08,7.877E+08,1.705E+09,0.514,0.082,0.101,0.031,1.831E+07,6.802E+06,2.357E+09,3.748E+08,0.856,0.368,17.830,1.280,1.704,0.789,0.012,0.009,0.264
UGC07795,4.669E-02,4.086E-03,1.530E+08,5.318E+07,4.756E+08,2.378E+07,2.921E+08,1.461E+07,1.835E+08,1.606E+07,1.008E+07,2.911E+07,0.177,0.076,0.038,0.020,9.592E+05,5.905E+05,4.397E+07,1.969E+07,0.613,1.375,16.868,6.305,3.937,2.038,0.005,0.011,0.300
