id,SFR__Msol_per_yr,SFR_err,Mstar__Msol,Mstar_err,Lbolo__Lsol,Lbolo_err,Lold_unatt__Lsol,Lold_unatt_err,Lyoung_unatt__Lsol,Lyoung_unatt_err,Lold_abs__Lsol,Lyoung_abs__Lsol,Afuv,Afuv_err,Av_b90,Av_b90_err,Mdust__Msol,Mdust_err,Ldust__Lsol,Ldust_err,Umin,Umin_err,Tdust__K,Tdust_err,qpah,qpah_err,gamma,gamma_err,red_chi2
NGC5645,3.354E-01,5.508E-02,2.195E+09,2.794E+08,5.954E+09,2.977E+08,4.636E+09,2.318E+08,1.318E+09,2.165E+08,4.095E+08,9.928E+08,0.846,0.085,0.155,0.053,9.297E+06,1.415E+06,1.407E+09,1.300E+08,0.879,0.234,17.911,0.794,2.090,0.604,0.014,0.004,0.699
NGC5658,1.404E-01,3.043E-02,1.922E+09,4.052E+08,3.169E+09,1.584E+08,2.617E+09,1.309E+08,5.518E+08,1.196E+08,5.178E+08,5.074E+08,1.559,0.161,0.287,0.064,4.203E+06,8.092E+05,9.460E+08,7.472E+07,1.502,0.412,19.583,0.896,2.227,0.483,0.005,0.003,0.495
NGC5667,1.545E+00,1.364E-01,5.668E+09,1.601E+09,1.745E+10,8.725E+08,1.138E+10,5.689E+08,6.073E+09,5.361E+08,2.299E+09,3.647E+09,0.878,0.092,0.184,0.054,2.039E+07,3.825E+06,5.521E+09,5.477E+08,1.666,0.500,19.925,0.997,2.399,0.563,0.012,0.004,0.480
NGC5668,2.712E+00,1.651E-01,8.181E+09,2.298E+09,3.319E+10,1.659E+09,2.253E+10,1.126E+09,1.066E+10,6.487E+08,3.397E+09,5.530E+09,0.714,0.092,0.141,0.035,7.386E+07,1.374E+07,8.762E+09,9.408E+08,0.721,0.210,17.330,0.841,3.765,0.944,0.012,0.006,0.598
NGC5669,6.302E-01,5.761E-02,2.473E+09,6.657E+08,8.217E+09,4.108E+08,5.740E+09,2.870E+08,2.477E+09,2.264E+08,4.060E+08,1.458E+09,0.681,0.091,0.129,0.035,1.332E+07,2.294E+06,1.974E+09,2.113E+08,0.935,0.253,18.096,0.817,3.219,0.587,0.009,0.003,0.602
NGC5689,3.242E-02,2.209E-02,1.124E+11,1.282E+10,4.746E+10,2.373E+09,4.733E+10,2.367E+09,1.274E+08,8.683E+07,2.236E+09,1.330E+08,0.493,0.176,0.106,0.015,8.752E+06,3.619E+06,2.253E+09,3.084E+08,2.025,1.168,20.583,1.979,2.398,0.708,0.003,0.002,0.335
NGC5690,1.208E+00,3.173E-01,8.885E+09,2.598E+09,2.145E+10,1.073E+09,1.670E+10,1.228E+09,4.749E+09,1.247E+09,8.338E+09,2.895E+09,2.687,0.205,0.747,0.138,3.368E+07,2.164E+06,1.109E+10,5.543E+08,2.046,0.285,20.619,0.478,3.914,0.587,0.008,0.002,0.460
NGC5691,2.208E+00,3.112E-01,1.038E+10,2.691E+09,2.829E+10,1.415E+09,1.962E+10,9.808E+08,8.679E+09,1.223E+09,3.999E+09,6.016E+09,1.610,0.123,0.289,0.046,1.379E+07,2.015E+06,1.147E+10,9.815E+08,5.146,1.200,24.045,0.935,2.747,0.343,0.011,0.004,0.564
NGC5693,6.359E-01,1.069E-01,5.999E+09,1.498E+09,1.308E+10,6.542E+08,1.058E+10,5.292E+08,2.499E+09,4.203E+08,8.322E+08,1.799E+09,0.862,0.130,0.167,0.054,1.466E+07,2.223E+07,2.923E+09,4.723E+08,3.530,5.134,22.582,5.473,4.012,1.180,0.014,0.008,0.218
NGC5701,3.785E-01,1.053E-01,7.918E+10,6.789E+09,4.560E+10,2.280E+09,4.411E+10,2.205E+09,1.488E+09,4.140E+08,1.987E+09,4.546E+08,0.441,0.122,0.076,0.012,6.301E+07,1.809E+07,2.293E+09,2.162E+08,0.249,0.080,14.511,0.776,4.993,1.174,0.004,0.005,0.533
NGC5705,3.934E-01,3.149E-02,2.439E+09,3.375E+08,6.307E+09,3.153E+08,4.761E+09,2.380E+08,1.546E+09,1.237E+08,3.168E+08,8.192E+08,0.541,0.069,0.101,0.029,2.015E+07,6.115E+06,1.117E+09,1.245E+08,0.352,0.135,15.378,0.980,2.504,0.760,0.013,0.006,0.444
NGC5713,1.994E+00,1.416E-01,6.468E+09,1.783E+09,2.289E+10,1.144E+09,1.505E+10,1.081E+09,7.835E+09,5.567E+08,7.586E+09,6.933E+09,3.074,0.154,0.664,0.098,1.498E+07,1.570E+06,1.352E+10,1.140E+09,4.889,1.242,23.841,1.010,2.239,0.509,0.023,0.007,0.531
NGC5719,1.261E+00,3.528E-01,5.708E+10,1.292E+10,4.457E+10,2.228E+09,3.961E+10,2.009E+09,4.956E+09,1.386E+09,1.249E+10,5.145E+09,3.648,0.297,0.876,0.104,4.717E+07,4.362E+06,1.851E+10,1.805E+09,2.286,0.593,21.003,0.909,2.766,0.569,0.014,0.003,0.707
NGC5728,1.846E+00,4.908E-01,7.316E+10,1.924E+10,5.584E+10,2.792E+09,4.859E+10,2.888E+09,7.256E+09,1.929E+09,1.026E+10,8.155E+09,1.967,0.191,0.538,0.081,4.199E+07,3.233E+06,1.853E+10,9.267E+08,2.155,0.456,20.797,0.734,2.049,0.357,0.029,0.005,0.712
NGC5740,1.777E+00,2.695E-01,3.021E+10,4.566E+09,3.395E+10,1.697E+09,2.696E+10,1.348E+09,6.983E+09,1.059E+09,5.068E+09,6.025E+09,1.597,0.178,0.297,0.057,3.657E+07,7.050E+06,1.058E+10,7.696E+08,1.709,0.425,20.010,0.830,3.423,0.790,0.015,0.003,0.531
NGC5746,9.736E-02,2.145E-01,2.876E+11,3.921E+10,1.065E+11,5.325E+09,1.061E+11,5.306E+09,3.826E+08,8.431E+08,1.881E+10,1.120E+09,1.867,0.580,0.482,0.052,1.781E+08,2.812E+07,1.930E+10,1.343E+09,0.734,0.145,17.382,0.572,4.105,0.711,0.003,0.002,0.271
NGC5750,2.460E-01,1.254E-01,5.928E+10,8.834E+09,3.585E+10,1.792E+09,3.488E+10,1.744E+09,9.668E+08,4.930E+08,2.237E+09,1.288E+09,0.781,0.273,0.162,0.021,2.013E+07,2.446E+06,3.434E+09,2.249E+08,1.158,0.147,18.752,0.397,3.484,0.722,0.001,0.002,0.845
NGC5777,1.514E+00,2.729E-01,6.696E+10,1.205E+10,4.170E+10,2.085E+09,3.575E+10,1.788E+09,5.949E+09,1.072E+09,9.934E+09,6.003E+09,2.148,0.324,0.614,0.062,6.404E+07,1.114E+07,1.489E+10,1.648E+09,1.507,0.444,19.594,0.963,3.870,0.835,0.007,0.004,0.525
NGC5850,6.214E-01,1.206E-01,4.183E+10,4.866E+09,2.838E+10,1.419E+09,2.594E+10,1.297E+09,2.442E+09,4.738E+08,2.411E+09,1.517E+09,0.809,0.132,0.147,0.035,4.685E+07,7.901E+06,3.488E+09,3.246E+08,0.424,0.105,15.860,0.657,6.195,0.946,0.010,0.007,0.533
NGC5866,3.954E-02,3.168E-02,6.528E+10,1.308E+10,3.885E+10,1.942E+09,3.869E+10,1.935E+09,1.554E+08,1.245E+08,4.341E+09,4.493E+07,1.146,0.291,0.248,0.021,9.116E+06,1.222E+06,4.370E+09,3.429E+08,3.309,0.501,22.339,0.564,2.749,0.531,0.001,0.001,0.350
NGC5899,3.611E+00,1.272E+00,8.868E+10,1.543E+10,9.521E+10,5.232E+09,8.102E+10,4.051E+09,1.419E+10,4.998E+09,2.009E+10,2.113E+10,2.562,0.422,0.543,0.083,1.569E+08,3.080E+07,3.516E+10,5.180E+09,1.382,0.501,19.314,1.167,3.780,0.656,0.013,0.005,0.928
NGC5907,3.058E+00,3.165E-01,9.691E+10,1.933E+10,7.334E+10,3.667E+09,6.132E+10,3.066E+09,1.202E+10,1.244E+09,1.917E+10,1.141E+10,2.602,0.130,0.827,0.088,1.709E+08,2.133E+07,3.235E+10,1.924E+09,1.245,0.246,18.981,0.624,3.655,0.394,0.004,0.002,0.527
NGC5953,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NGC5954,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NGC6143,4.484E+00,6.083E-01,2.718E+10,7.425E+09,6.407E+10,3.204E+09,4.645E+10,2.889E+09,1.762E+10,2.391E+09,1.183E+10,1.262E+10,1.558,0.114,0.326,0.062,1.095E+08,1.980E+07,2.499E+10,1.294E+09,1.432,0.371,19.430,0.839,4.149,0.490,0.010,0.004,0.389
NGC6221,2.714E+00,5.163E-01,1.893E+10,6.318E+09,3.734E+10,2.114E+09,2.667E+10,2.268E+09,1.067E+10,2.029E+09,8.553E+09,1.133E+10,2.788,0.191,0.646,0.121,2.674E+07,2.603E+06,1.955E+10,1.514E+09,3.546,0.837,22.598,0.889,2.696,0.392,0.033,0.010,0.483
NGC6300,1.038E+01,7.015E+00,1.771E+10,8.642E+09,8.829E+10,4.089E+10,4.750E+10,1.351E+10,4.079E+10,2.757E+10,1.764E+09,1.103E+10,0.633,0.757,0.132,0.155,2.029E+07,4.986E+06,1.424E+10,5.448E+09,4.838,4.122,23.799,3.379,2.090,0.831,0.019,0.013,0.326
NGC6673,1.217E-01,1.973E-01,9.808E+09,3.829E+09,6.686E+09,1.739E+09,6.208E+09,1.118E+09,4.782E+08,7.754E+08,1.406E+07,2.093E+07,0.026,0.035,0.006,0.007,1.587E+04,3.965E+04,1.753E+07,2.156E+07,13.654,16.001,28.292,5.526,3.819,2.164,0.071,0.133,1.273
NGC6703,3.030E-03,6.014E-03,1.206E+11,1.768E+10,4.498E+10,2.249E+09,4.496E+10,2.248E+09,1.191E+07,2.364E+07,6.434E+07,1.033E+06,0.088,0.116,0.022,0.027,2.056E+06,4.373E+06,4.324E+08,5.172E+08,10.125,14.712,26.916,6.518,3.817,2.178,0.073,0.134,0.055
NGC6798,7.135E-02,5.370E-02,5.247E+10,1.043E+10,2.552E+10,1.276E+09,2.524E+10,1.262E+09,2.804E+08,2.110E+08,8.072E+08,1.736E+08,0.258,0.171,0.051,0.030,5.153E+06,6.458E+06,6.871E+08,3.859E+08,5.605,10.577,24.390,7.671,3.960,2.111,0.025,0.071,0.207
NGC6814,2.816E+00,5.126E-01,8.457E+10,2.206E+10,7.358E+10,3.679E+09,6.252E+10,4.344E+09,1.107E+10,2.015E+09,7.317E+09,1.002E+10,1.107,0.154,0.242,0.055,8.671E+07,1.535E+07,1.633E+10,1.764E+09,1.042,0.376,18.425,1.110,5.129,1.159,0.019,0.008,0.074
NGC6822,1.270E-02,1.907E-03,1.178E+08,5.023E+07,2.232E+08,1.137E+07,1.733E+08,1.795E+07,4.992E+07,7.496E+06,1.332E+07,1.626E+07,0.402,0.053,0.082,0.024,1.594E+05,3.331E+04,2.974E+07,2.445E+06,1.212,0.334,18.896,0.869,1.435,0.762,0.007,0.002,0.630
NGC6946,7.237E+00,5.457E-01,3.215E+10,8.103E+09,7.792E+10,3.896E+09,4.948E+10,2.999E+09,2.844E+10,2.145E+09,1.136E+10,2.491E+10,1.558,0.080,0.374,0.062,6.950E+07,1.116E+07,3.599E+10,1.800E+09,3.243,0.565,22.265,0.646,3.601,0.369,0.009,0.003,0.659
NGC7090,4.178E-01,8.902E-02,5.747E+09,1.786E+09,8.150E+09,4.075E+08,6.508E+09,6.048E+08,1.642E+09,3.499E+08,1.190E+09,1.467E+09,1.602,0.164,0.323,0.068,1.882E+07,2.416E+06,2.679E+09,1.923E+08,0.846,0.180,17.796,0.632,2.872,0.392,0.012,0.004,0.773
NGC7172,1.637E-01,5.283E-01,1.558E+11,4.492E+10,6.489E+10,6.336E+09,6.424E+10,5.150E+09,6.436E+08,2.076E+09,2.512E+10,2.158E+08,4.272,1.771,1.301,0.323,4.087E+07,2.194E+06,2.536E+10,1.268E+09,3.490,0.174,22.538,0.188,3.296,0.352,0.016,0.002,0.978
NGC7213,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NGC7314,1.129E+00,1.865E-01,1.563E+10,4.260E+09,2.101E+10,1.051E+09,1.657E+10,1.274E+09,4.436E+09,7.330E+08,4.081E+09,2.575E+09,1.285,0.145,0.326,0.069,3.136E+07,4.240E+06,6.575E+09,6.546E+08,1.148,0.361,18.726,0.980,4.186,0.571,0.021,0.007,0.742
NGC7320,1.328E-01,1.925E-02,9.718E+08,1.833E+08,2.479E+09,1.239E+08,1.957E+09,9.784E+07,5.218E+08,7.565E+07,2.173E+08,3.093E+08,0.718,0.088,0.143,0.029,2.726E+06,3.761E+05,5.166E+08,3.228E+07,1.277,0.279,19.061,0.694,2.998,0.365,0.003,0.001,1.139
NGC7331,3.959E+00,1.300E+00,1.001E+11,1.871E+10,1.186E+11,5.929E+09,1.030E+11,5.151E+09,1.556E+10,5.108E+09,2.344E+10,2.465E+10,2.724,0.281,0.636,0.077,1.489E+08,1.053E+07,4.643E+10,2.321E+09,1.990,0.099,20.523,0.171,3.857,0.372,0.005,0.002,0.395
NGC7463,9.732E-01,1.343E-01,3.749E+09,1.066E+09,1.131E+10,5.655E+08,7.484E+09,3.742E+08,3.825E+09,5.276E+08,2.092E+09,2.807E+09,1.491,0.311,0.297,0.064,7.725E+06,1.091E+06,4.697E+09,2.868E+08,3.474,0.604,22.521,0.653,1.974,0.443,0.016,0.003,0.431
NGC7465,1.321E+00,3.672E-01,1.244E+10,3.413E+09,2.151E+10,1.076E+09,1.632E+10,9.092E+08,5.190E+09,1.443E+09,2.955E+09,5.489E+09,1.888,0.437,0.383,0.106,1.186E+07,1.898E+06,8.308E+09,4.507E+08,3.561,0.725,22.614,0.767,2.551,0.700,0.028,0.006,0.329
NGC7552,3.334E+01,8.285E+00,8.087E+10,2.450E+10,2.988E+11,4.913E+10,1.678E+11,1.909E+10,1.310E+11,3.256E+10,9.359E+10,1.199E+11,4.068,0.310,1.100,0.197,1.021E+08,2.198E+07,2.183E+11,4.893E+10,11.678,6.088,27.564,2.395,0.722,0.332,0.033,0.023,1.033
NGC7582,5.654E+00,1.353E+00,4.765E+10,1.616E+10,9.588E+10,4.794E+09,7.366E+10,5.714E+09,2.222E+10,5.318E+09,4.184E+10,2.179E+10,4.075,0.238,1.331,0.107,4.922E+07,2.461E+06,6.138E+10,3.069E+09,5.912,0.464,24.608,0.322,1.092,0.364,0.032,0.006,0.682
NGC7625,2.145E+00,6.416E-01,1.181E+10,3.040E+09,2.873E+10,3.432E+09,2.030E+10,1.586E+09,8.429E+09,2.521E+09,1.067E+10,8.618E+09,3.417,0.476,0.762,0.109,2.237E+07,5.269E+06,1.639E+10,3.428E+09,4.394,2.026,23.421,1.800,2.808,0.853,0.021,0.010,0.790
NGC7667,1.527E-01,1.078E-02,3.025E+08,6.052E+07,1.473E+09,7.366E+07,8.733E+08,4.366E+07,6.000E+08,4.237E+07,5.119E+07,1.475E+08,0.221,0.058,0.045,0.018,1.731E+05,2.463E+05,1.733E+08,4.508E+07,18.470,16.465,29.753,4.421,1.104,0.904,0.010,0.024,0.552
NGC7689,2.517E+00,2.291E-01,1.085E+10,3.140E+09,2.864E+10,1.607E+09,1.875E+10,1.491E+09,9.892E+09,9.004E+08,4.260E+09,6.864E+09,0.933,0.127,0.211,0.057,4.577E+07,8.991E+06,9.431E+09,1.327E+09,1.300,0.498,19.118,1.221,4.743,0.856,0.011,0.005,0.436
NGC7690,6.270E-01,9.215E-02,9.726E+09,2.026E+09,1.171E+10,5.856E+08,9.248E+09,5.858E+08,2.464E+09,3.622E+08,1.850E+09,1.760E+09,1.193,0.132,0.262,0.070,7.208E+06,1.224E+06,3.295E+09,3.787E+08,2.893,0.827,21.844,1.041,3.402,0.762,0.010,0.005,0.416
NGC7694,1.395E-01,1.840E-02,9.743E+08,1.910E+08,2.330E+09,1.165E+08,1.782E+09,8.909E+07,5.483E+08,7.230E+07,2.422E+08,4.261E+08,1.157,0.126,0.233,0.061,2.818E+06,5.584E+05,7.043E+08,8.034E+07,1.452,0.461,19.474,1.031,1.669,0.531,0.017,0.006,0.524
NGC7710,7.821E-03,6.124E-03,1.114E+10,1.451E+09,5.829E+09,2.914E+08,5.798E+09,2.899E+08,3.074E+07,2.407E+07,1.989E+08,1.232E+07,0.384,0.213,0.080,0.034,4.781E+06,3.574E+06,2.335E+08,1.026E+08,1.120,3.943,18.648,10.944,3.898,2.001,0.009,0.033,0.297
NGC7714,5.770E+00,4.476E-01,9.522E+09,2.121E+09,4.803E+10,2.625E+09,2.535E+10,1.268E+09,2.268E+10,1.759E+09,1.080E+10,1.670E+10,1.983,0.114,0.542,0.061,8.437E+06,3.692E+06,2.920E+10,2.560E+09,20.279,15.979,30.220,3.969,1.078,0.167,0.054,0.014,1.232
NGC7715,1.521E-01,7.851E-03,1.175E+09,5.873E+07,3.603E+09,1.802E+08,3.005E+09,1.503E+08,5.977E+08,3.086E+07,3.860E+07,1.012E+08,0.058,0.042,0.011,0.009,1.169E+06,2.116E+06,7.234E+07,5.106E+07,6.251,12.043,24.838,7.975,3.414,2.118,0.053,0.114,2.358
NGC7716,9.187E-01,1.353E-01,2.946E+10,5.330E+09,2.900E+10,1.450E+09,2.539E+10,1.270E+09,3.611E+09,5.318E+08,2.005E+09,2.458E+09,0.798,0.102,0.152,0.036,3.204E+07,5.871E+06,4.403E+09,4.193E+08,0.882,0.239,17.921,0.809,5.181,1.046,0.005,0.004,0.474
NGC7721,3.204E+00,5.124E-01,3.343E+10,6.858E+09,5.296E+10,2.648E+09,4.037E+10,2.018E+09,1.259E+10,2.014E+09,9.095E+09,1.045E+10,1.505,0.161,0.329,0.063,1.459E+08,2.446E+07,1.849E+10,1.789E+09,0.737,0.215,17.391,0.844,4.760,0.769,0.014,0.004,0.462
NGC7755,2.561E+00,3.506E-01,3.396E+10,1.144E+10,4.263E+10,2.131E+09,3.256E+10,2.702E+09,1.006E+10,1.378E+09,6.424E+09,7.149E+09,1.241,0.103,0.293,0.075,7.203E+07,7.515E+06,1.333E+10,8.273E+08,1.134,0.191,18.688,0.526,4.636,0.919,0.008,0.004,0.226
NGC7757,3.985E-01,2.215E-02,1.240E+09,1.111E+08,5.190E+09,2.595E+08,3.623E+09,1.812E+08,1.566E+09,8.705E+07,3.875E+08,1.019E+09,0.855,0.058,0.124,0.025,7.561E+06,1.065E+06,1.434E+09,9.384E+07,1.197,0.255,18.856,0.669,3.165,0.700,0.008,0.004,1.113
NGC7764,8.977E-01,1.168E-01,3.444E+09,1.117E+09,1.001E+10,7.381E+08,6.482E+09,5.589E+08,3.528E+09,4.590E+08,1.001E+09,2.027E+09,0.639,0.128,0.131,0.045,1.786E+07,6.731E+06,2.551E+09,6.414E+08,0.783,1.045,17.569,3.907,2.687,0.953,0.054,0.028,0.361
NGC7793,4.803E-01,3.288E-02,2.139E+09,5.988E+08,5.503E+09,2.752E+08,3.615E+09,2.623E+08,1.888E+09,1.292E+08,4.247E+08,1.200E+09,0.826,0.068,0.180,0.050,8.604E+06,1.149E+06,1.652E+09,1.029E+08,1.291,0.292,19.095,0.719,3.843,0.704,0.003,0.002,0.793
PGC007045,1.660E-02,1.351E-02,4.490E+09,7.903E+08,3.070E+09,1.535E+08,3.005E+09,1.502E+08,6.524E+07,5.308E+07,4.026E+08,1.372E+08,1.586,0.399,0.340,0.045,3.811E+06,8.824E+05,5.297E+08,5.889E+07,0.908,0.267,18.009,0.882,4.315,1.044,0.007,0.006,0.260
PGC008962,9.451E-02,1.079E-02,5.391E+08,2.457E+08,1.323E+09,6.614E+07,9.514E+08,7.002E+07,3.714E+08,4.241E+07,4.307E+07,9.134E+07,0.127,0.073,0.025,0.017,5.010E+05,8.899E+05,7.290E+07,4.264E+07,8.684,13.912,26.236,7.006,3.522,2.083,0.081,0.135,0.583
PGC009485,1.460E+00,3.817E-01,1.129E+10,2.362E+09,1.921E+10,2.253E+09,1.347E+10,9.060E+08,5.739E+09,1.500E+09,2.999E+09,6.153E+09,1.267,0.314,0.251,0.085,3.395E+06,8.371E+06,6.771E+09,2.279E+09,29.576,18.902,32.182,3.428,2.275,0.941,0.031,0.064,0.545
PGC012608,1.290E-01,2.027E-02,9.469E+08,3.556E+08,2.052E+09,1.477E+08,1.545E+09,2.174E+08,5.069E+08,7.967E+07,4.234E+07,8.753E+07,0.096,0.065,0.019,0.015,7.371E+05,1.049E+06,7.973E+07,5.526E+07,5.553,10.879,24.352,7.952,3.566,2.157,0.044,0.101,0.349
PGC013058,2.272E-02,1.020E-02,6.125E+08,1.574E+08,1.238E+09,6.309E+07,1.148E+09,9.516E+07,8.929E+07,4.007E+07,1.261E+08,2.989E+07,0.529,0.123,0.113,0.030,7.258E+05,3.869E+05,1.424E+08,2.723E+07,1.716,1.331,20.024,2.587,3.978,1.306,0.004,0.005,0.335
PGC013084,7.065E-03,2.260E-03,2.440E+09,5.213E+08,1.054E+09,5.272E+07,1.027E+09,5.133E+07,2.777E+07,8.881E+06,8.199E+06,4.777E+06,0.099,0.099,0.018,0.018,1.099E+05,2.339E+05,1.180E+07,1.161E+07,8.704,14.012,26.247,7.042,3.887,2.160,0.074,0.134,0.445
PGC013097,5.679E-03,5.181E-03,8.199E+08,2.419E+08,5.669E+08,4.644E+07,5.446E+08,4.679E+07,2.232E+07,2.036E+07,1.077E+08,6.038E+07,0.812,0.693,0.186,0.166,1.438E+05,2.087E+05,6.769E+07,6.141E+07,9.372,12.143,26.572,5.738,2.556,2.064,0.029,0.087,0.651
PGC013146,6.118E-03,3.961E-03,1.297E+09,3.019E+08,7.843E+08,3.922E+07,7.603E+08,3.941E+07,2.405E+07,1.557E+07,4.272E+07,1.374E+07,0.146,0.174,0.029,0.037,6.852E+04,1.439E+05,1.598E+07,1.926E+07,10.078,14.419,26.896,6.413,3.285,2.184,0.060,0.122,0.590
PGC013230,1.121E-03,1.004E-03,1.408E+09,3.012E+08,8.996E+08,4.498E+07,8.952E+08,4.476E+07,4.404E+06,3.947E+06,9.409E+07,3.676E+06,0.277,0.295,0.060,0.061,2.246E+05,6.337E+05,2.875E+07,2.980E+07,10.207,14.949,26.953,6.579,3.328,2.173,0.083,0.142,0.203
PGC013343,1.418E-03,1.173E-03,1.706E+09,3.397E+08,1.180E+09,5.898E+07,1.174E+09,5.871E+07,5.573E+06,4.612E+06,4.347E+07,2.763E+06,0.484,0.317,0.106,0.061,1.003E+06,8.665E+05,6.483E+07,3.770E+07,2.106,5.517,20.719,9.045,4.145,1.954,0.011,0.036,0.515
PGC013635,1.834E-02,4.435E-03,1.255E+09,2.004E+08,8.325E+08,4.162E+07,7.604E+08,5.091E+07,7.208E+07,1.743E+07,7.216E+07,4.099E+07,0.576,0.183,0.125,0.040,7.030E+05,4.647E+05,8.445E+07,2.323E+07,1.182,1.762,18.818,4.673,4.327,1.607,0.008,0.018,0.467
PGC027066,1.615E-01,1.024E-01,4.316E+09,1.896E+09,6.126E+09,7.847E+08,5.491E+09,9.973E+08,6.345E+08,4.023E+08,8.094E+08,1.947E+08,0.967,0.405,0.213,0.101,3.454E+07,1.766E+07,1.171E+09,4.575E+08,0.401,1.023,15.717,6.677,3.720,1.948,0.004,0.009,0.269
PGC028759,5.764E-04,4.014E-05,4.698E+05,4.174E+05,4.362E+06,3.794E+05,2.097E+06,3.461E+05,2.266E+06,1.578E+05,0.000E+00,0.000E+00,0.074,0.085,0.018,0.022,1.827E+03,5.001E+03,2.273E+05,2.715E+05,9.628,14.491,26.691,6.696,3.674,2.182,0.068,0.130,0.897
PGC029653,7.740E-03,3.870E-04,3.807E+06,2.015E+06,5.615E+07,2.808E+06,2.573E+07,1.773E+06,3.042E+07,1.521E+06,1.898E+05,1.284E+06,0.016,0.020,0.004,0.006,7.858E+03,1.446E+04,6.363E+05,8.105E+05,6.116,12.108,24.747,8.166,4.011,2.148,0.068,0.128,0.866
PGC034407,1.783E-03,1.811E-03,9.942E+08,2.462E+08,7.720E+08,4.703E+07,7.650E+08,4.375E+07,7.008E+06,7.118E+06,1.228E+08,4.624E+06,0.581,0.469,0.124,0.095,8.336E+05,7.717E+05,5.675E+07,5.015E+07,2.430,6.682,21.218,9.725,2.451,1.968,0.017,0.058,0.703
PGC039052,6.100E-02,2.206E-02,3.797E+09,7.571E+08,3.667E+09,1.833E+08,3.427E+09,1.713E+08,2.398E+08,8.671E+07,3.597E+08,1.362E+08,0.871,0.231,0.171,0.045,2.552E+06,2.212E+06,5.057E+08,1.194E+08,3.400,6.173,22.441,6.789,4.990,1.670,0.010,0.023,0.837
PGC039799,3.717E-03,7.445E-04,1.896E+07,6.061E+06,5.388E+07,3.842E+06,3.927E+07,2.335E+06,1.461E+07,2.926E+06,3.375E+06,1.132E+07,0.158,0.172,0.030,0.035,5.130E+03,1.109E+04,3.702E+06,4.340E+06,14.788,16.660,28.671,5.383,3.651,2.177,0.070,0.133,0.645
PGC040045,7.475E-04,4.354E-04,3.838E+07,8.325E+06,8.311E+07,4.491E+06,8.017E+07,4.621E+06,2.938E+06,1.711E+06,6.545E+06,4.213E+06,0.097,0.124,0.022,0.028,8.065E+03,2.055E+04,1.880E+06,2.504E+06,11.064,15.147,27.317,6.233,3.369,2.195,0.061,0.124,0.754
PGC040074,5.412E-03,6.950E-03,1.205E+08,4.238E+07,2.136E+08,3.189E+07,1.923E+08,9.616E+06,2.127E+07,2.731E+07,0.000E+00,0.000E+00,0.070,0.092,0.015,0.020,1.096E+04,2.895E+04,3.511E+06,4.550E+06,11.618,15.554,27.541,6.145,3.800,2.183,0.088,0.147,1.198
PGC040547,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PGC040659,2.559E-02,1.360E-02,1.740E+11,3.336E+10,9.928E+10,4.964E+09,9.918E+10,4.959E+09,1.006E+08,5.346E+07,6.539E+08,6.104E+06,0.049,0.032,0.011,0.006,2.008E+06,3.171E+06,5.069E+08,3.055E+08,9.194,14.085,26.487,6.763,3.923,2.150,0.088,0.139,1.235
PGC040759,4.725E-03,1.049E-03,7.172E+08,1.390E+08,4.001E+08,2.001E+07,3.815E+08,1.908E+07,1.857E+07,4.123E+06,0.000E+00,0.000E+00,0.086,0.090,0.015,0.017,3.219E+04,7.971E+04,4.836E+06,5.160E+06,10.216,14.949,26.957,6.574,3.856,2.174,0.078,0.138,0.751
PGC040819,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PGC040821,4.010E-07,2.090E-07,3.889E+05,7.987E+04,3.150E+05,1.575E+04,3.135E+05,1.567E+04,1.576E+03,8.214E+02,3.818E+04,2.054E+03,0.149,0.207,0.032,0.042,2.248E+01,5.242E+01,6.097E+03,8.403E+03,10.854,14.982,27.230,6.264,3.810,2.172,0.071,0.132,0.524
PGC041994,3.327E-02,5.497E-03,7.452E+07,8.102E+07,2.964E+08,6.034E+07,1.656E+08,5.769E+07,1.308E+08,2.160E+07,3.380E+06,2.152E+07,0.144,0.166,0.034,0.043,1.693E+05,4.428E+05,2.629E+07,3.373E+07,9.789,14.557,26.765,6.634,3.860,2.176,0.074,0.135,0.490
PGC042068,1.608E-03,5.486E-04,1.713E+08,2.924E+07,1.988E+08,9.942E+06,1.925E+08,9.625E+06,6.321E+06,2.156E+06,6.599E+06,9.200E+05,0.082,0.075,0.017,0.016,1.461E+04,3.271E+04,2.963E+06,2.694E+06,11.622,15.556,27.542,6.144,3.548,2.175,0.058,0.119,0.616
